Comments;;
['PHONE-799 - Modified the layout of the button to wrap the text'];;
['Removed temporary check for status'];;
['String updated'];;
['Modified'];;
['Removed notification icons.'];;
['PHONE-549'];;
['[gradle-release] prepare for next development iteration'];;
['String update'];;
['[gradle-release] prepare for next development iteration'];;
['PHONE-536', 'App does not open for Android M - Beta'];;
['[gradle-release] prepare for next development iteration'];;
['Normalising code'];;
['Modified code'];;
['PHONE-591'];;
['PHONE-879 - Added internal preference flag'];;
['PHONE-807: Phone 2.0 - Repeat option in the Music Player is not working as expected'];;
"['PHONE-725: Phone 2.0 - ""Upload paused. Roaming detected."" Notification is not displayed on device notification tray when we download any content when user is in roaming data and WiFi is off.']";;
['Merged: JIODINT-1329 --Push Not Received After and hour even though the device is registered with', 'PHONE-854: CLONE - Push Notification are not Recieved Next Day'];;
['Merged: JIODINT-1329 --Push Not Received After and hour even though the device is registered with', 'PHONE-854: CLONE - Push Notification are not Recieved Next Day'];;
['Fixed: libpng warning: iCCP: Not recognizing known sRGB profile that has been edited'];;
['PHONE-879: Phone 2.0 - First Time User Login Flow Every Time'];;
['PHONE-957: Phone - About Screen Copyright'];;
"['PHONE-916: Phone 2.0 - ""Get Start"" Button string is not clear - HTC desire 610.']";;
"['PHONE-726: Phone 2.0 - Message displayed on tapping of ""Locker Backup Paused Roaming detected..."" notification is not as expected.']";;
"['PHONE-434: PHONE 2.0 - Slide menu title is ""Personal Cloud""']";;
['PHONE-812: CLONE - Phone - Handset - Phone Icon on What to Back up screen'];;
['PHONE-908'];;
['String updates'];;
['TypographyDashes fix'];;
['TypographyDashes fix'];;
['[gradle-release] prepare for next development iteration'];;
['PHONE-854 - Changed sender ID'];;
['PHONE-996'];;
['PHONE-996'];;
['PHONE-434'];;
['PHONE-363'];;
['[gradle-release] prepare for next development iteration'];;
['PHONE-995: ATT Android || Keypad is in visible state when we click on hamburger menu from the help screen search field'];;
['PHONE-1039: Phone 2.0 - Push notification icon is not matching on all devices.'];;
['PHONE-1014', 'Phone 2.0 - Unexpected response on the progress bar while restoring.', 'ANDINTL-3366', '15.2- Warning message is displayed when we disabled wi-fi during photo upload,upload is not resuming when wi-fi is back', ''];;
['PHONE-1018: Phone || Files downloading is not resuming once the airplane mode is turned ON and OFF', ''];;
['Merging 15.2 changes'];;
['ANDINTL-3702: 15.2-PC-login pop up is displayed when device is kept idle for some time', ''];;
['Removed unused -keepclassmembers'];;
['fixed PHONE-1104 No-Videos message is displayed under photos tab.'];;
['PHONE-1018: Phone || Files download is not resuming once connection is lost and regained', 'Finer detection of the manager to call (remote or local file manager) depending on the state of the work'];;
['PHONE-1018: Phone || Files download is not resuming once connection is lost and regained', 'extends to all I/O exceptions the pause of download operations, by using the latest Cloud SDK 1.0.8.18'];;
['PHONE-1109: Phone 2.0 - Empty Pop up message is displayed when we tap on continue on Download paused Roaming detected screen.'];;
"[""PHONE-1158: ATT Android || Inconsistence of 'Remove from Playlist' from contextual menu to title""]";;
['PHONE-1152: Phone 2.0 - Pop up message is displayed as creating music album when we are trying to creating photo album'];;
['PHONE-1116: Phone 2.0 - Push notification icon Intermittently appear - Nexus 5.'];;
['PHONE-1246: CR018 Carousel'];;
['Fixed lint issue'];;
['[gradle-release] prepare for next development iteration'];;
['PHONE-1245: Phone || Files Upload is not resuming once connection is lost and regained', 'fix the way the Cloud SDK is integrated for the upload. Reported from trunk.'];;
['PHONE-1174: Phone 2.0 - When both Upload and Download are in progress, if we cancel any one(either download or upload), both are getting cancelled.', 'Cancel only the target operation instead of canceling all operations.'];;
['PHONE-1275: Android Galaxy Tablet - Image Carousel'];;
['PHONE-1277: Phone Locker - Header Cut Off in Android Galaxy Tablet'];;
['Increased swipe time to 5 sec'];;
['PHONE-1259: Phone Customer Reported Issue - App Icon is square rather than rounded corners'];;
['Update icons'];;
['String updates'];;
['String updates'];;
['Added back empty sliding_menu_header'];;
['PHONE-1125: ATT Android || Available offline is displaying only when we select min 2 files. That to this feature is integrated only in docs and no where else'];;
['PHONE-1316: ATT Android || Available offline icon is hardly visible in documents screen'];;
"['PHONE-1227: ATT Android|| Observed ""File too large to upload"" popup while taking the picture.', 'Added extra check if we have that size or not.']";;
['[gradle-release] prepare for next development iteration'];;
['Remove report abusive content'];;
['[gradle-release] prepare for next development iteration'];;
['Seperated strings for shares from main strings files'];;
['PHONE-1318'];;
['[gradle-release] prepare for next development iteration'];;
['PHONE-1318'];;
['PHONE-1391: Phone 2.0 - unexpected notification while downloading on low battery.'];;
['Removed &amp;#160;']
['PHONE-1388: Att Locker - AMZ Fire - Share by Me - Manage Share: Crashes Locker'];;
['Auth failure error codes'];;
['Fixed libpng warning: iCCP: Not recognizing known sRGB profile that has been edited'];;
['CR023: Phone globe for the mobile client splash screen'];;
['Initial addition for R2G classes'];;
['PHONE-1163: Phone 2.0 - Music player in lock screen view has a cut off.'];;
['Modified broadcast receiver for R2G'];;
['Added R2G config'];;
['Added r2g permission'];;
['Lint fix'];;
['Added custom permission to receiver'];;
['Lint fix'];;
['Added settings as a main activity to launch'];;
['Added handling for R2G'];;
['Added handling for R2G'];;
['Added lint suppress'];;
['PHONE-1377: Phone 2.0 - All files - Folder - Get info - Failure'];;
['Merged from android-15.2-solutions-att', 'PHONE-1342: Phone - Rename a Photo in an Album using the Web Returns Error Getting Info on Handset [from revision 1526937]'];;
['Merged from android-15.2-solutions-att', 'PHONE-1529: ATT Android || The file which is downloading for Available offline, if canceled not playing even with wifi [from revision 1527022]'];;
['Merged from android-15.2-solutions-att', 'PHONE-1415: CLONE - [15.2][PC] Screen rotates at some pages even though auto-rotation is OFF in device.'];;
['Merged from android-15.2-solutions-amx branch'];;
['Merge HelpFragment.java from amx branch'];;
['Merge fragment_help.xml from amx branch'];;
['Merged from android-15.2-solutions-amx', 'Help CR: http://confluence.company.net:8085/display/CSE/Titans+Android+Help+CR [from revision 1520497]'];;
['Added help fragment colors'];;
['Added help_fragment_icon.png'];;
['Implements HelpFragment.Callback'];;
['Added ignores'];;
['Fixed NPE for amx client, changed amx client name'];;
['Enabled client-amx client'];;
['Merged from trunk:', 'ANDINTL-3163 - enable the application to be installed on top of Ready 2 Go and Verizon cloud'];;
['Remove att permission from manifest'];;
['PHONE-1416: ATT Android || Screen blinks twice when user taps on App icon'];;
['PHONE-1416: ATT Android || Screen blinks twice when user taps on App icon'];;
['Simplified app versioning'];;
['Updated more strings'];;
['PHONE-1420: CLONE - [15.2]The first file thumbnail is not dispalyed properly in landscape mode'];;
['Copy to android-15.2-solutions'];;
['Enabled client-frt client'];;
['Set prod end point:', 'http://confluence.company.net:8085/display/PRO/Frontier+PC+PROD'];;
['Removed unused resources'];;
['Updated assets'];;
['Added qa and qa_wl build types, renamed app.'];;
['Revert back some assets'];;
['Updated strings'];;
['Added lint ignores'];;
['Added lint ignores'];;
['Added new homescreen'];;
['Lint fix'];;
['Disabled at&t module'];;
['Bumped version to 15.2.30.18'];;
['[gradle-release] prepare for next development iteration'];;
['Merge from android-15.2-solutions-att', 'PHONE-1665: Phone Customer Reported Issue - Carousel Issues on Tablet', 'Added titles for wizard', ''];;
['Spike for app removal'];;
['Re enabled client modules'];;
['Widget update'];;
['Widget update'];;
['FTRPC-118: Frontier Android Handset || About screen is loading forever', ''];;
['Updated build files to support Jira reports per clients'];;
['Added AMXPC jira project to jira report'];;
['FTRPC-117: Frontier Android Handset || App icon is not matching as per Branding parameters'];;
